Date	FPVAV19DMPRCOMD	FPVAV19AIRVOLUME	
42367.4895833333	43.2	952	
42367.5	43.2	948	
42367.625	43.2	952	
42367.6875	43.2	956	
42367.7395833333	43.2	948	
42367.75	43.2	956	
42368.2604166667	43.2	844	
42369.6979166667	43.2	932	
42369.71875	43.2	940	
42380.53125	43.2	940	
42338.3541666667	43.6	916	
42367.5104166667	43.6	956	
42367.5416666667	43.6	964	
42367.5520833333	43.6	972	
42367.5625	43.6	952	
42367.5729166667	43.6	968	
42367.5833333333	43.6	952	
42367.59375	43.6	952	
42367.6041666667	43.6	952	
42367.6145833333	43.6	968	
42367.6354166667	43.6	952	
42367.6458333333	43.6	956	
42367.65625	43.6	956	
42367.6666666667	43.6	960	
42367.6770833333	43.6	972	
42367.6979166667	43.6	956	
42367.7083333333	43.6	956	
42367.71875	43.6	972	
42367.7291666667	43.6	960	
42369.7083333333	43.6	964	
42375.4166666667	43.6	948	
42380.5104166667	43.6	968	
42338.6458333333	44	960	
42338.6875	44	976	
42366.3645833333	44	992	
42366.40625	44	992	
42375.4270833333	44	964	
42375.4375	44	968	
42375.4583333333	44	952	
42375.6770833333	44	968	
42380.2708333333	44	840	
42391.4270833333	44	964	
42338.65625	44.4	972	
42338.6666666667	44.4	968	
42366.3229166667	44.4	872	
42366.3854166667	44.4	996	
42366.4479166667	44.4	988	
42366.4895833333	44.4	992	
42366.5208333333	44.4	988	
42367.5208333333	44.4	992	
42375.40625	44.4	980	
42375.71875	44.4	984	
42375.7291666667	44.4	988	
42375.7395833333	44.4	984	
42391.4375	44.4	984	
42338.7083333333	44.8	992	
42366.3541666667	44.8	1004	
42366.3958333333	44.8	1008	
42366.4270833333	44.8	1000	
42366.4583333333	44.8	1016	
42366.46875	44.8	996	
42366.4791666667	44.8	1016	
42366.5	44.8	988	
42366.5104166667	44.8	1000	
42369.34375	44.8	972	
42369.3541666667	44.8	992	
42375.3854166667	44.8	1004	
42375.3958333333	44.8	1000	
42375.6979166667	44.8	988	
42375.75	44.8	980	
42338.34375	45.2	0	
42338.6770833333	45.2	976	
42366.3125	45.2	892	
42366.4375	45.2	1008	
42367.53125	45.2	992	
42369.3645833333	45.2	988	
42373.3645833333	45.2	996	
42380.5416666667	45.2	1020	
42380.5625	45.2	1020	
42310.46875	45.5999984741211	1016	
42331.3020833333	45.5999984741211	876	
42366.2916666667	45.6	924	
42366.3020833333	45.6	908	
42369.6875	45.6	1016	
42375.7083333333	45.6	1008	
42391.4479166667	45.6	1008	
42338.6979166667	46	1024	
42366.4166666667	46	1028	
42369.6666666667	46	1032	
42369.6770833333	46	1032	
42375.375	46	1024	
42380.2604166667	46	912	
42380.5520833333	46	1036	
42338.71875	46.4	1008	
42366.2708333333	46.4	928	
42374.3854166667	46.4	1024	
42375.3645833333	46.4	1044	
42310.4479166667	46.4000015258789	1036	
42331.2916666667	46.4000015258789	920	
42310.4791666667	46.7999992370605	1076	
42325.65625	46.7999992370605	1040	
42331.2708333333	46.7999992370605	932	
42331.3125	46.7999992370605	920	
42366.2604166667	46.8	948	
42369.3854166667	46.8	1064	
42374.375	46.8	1056	
42374.3958333333	46.8	1052	
42374.4166666667	46.8	1060	
42374.4270833333	46.8	1060	
42375.3541666667	46.8	1052	
42391.4583333333	46.8	1064	
42451.5729166667	46.8	1032	
42339.6354166667	47.2	1080	
42373.375	47.2	1048	
42373.3854166667	47.2	1044	
42374.40625	47.2	1056	
42374.4375	47.2	1068	
42374.4479166667	47.2	1056	
42376.3645833333	47.2	1048	
42331.3229166667	47.2000007629395	924	
42327.6458333333	47.5999984741211	1112	
42338.3333333333	47.6	952	
42366.3333333333	47.6	952	
42369.375	47.6	1068	
42369.6458333333	47.6	1080	
42369.65625	47.6	1060	
42380.5833333333	47.6	1076	
42391.3333333333	47.6	976	
42391.4791666667	47.6	1076	
42451.6354166667	47.6	1044	
42366.28125	48	964	
42369.3958333333	48	1088	
42374.46875	48	1068	
42374.4791666667	48	1072	
42374.5	48	1080	
42376.3541666667	48	1068	
42376.3958333333	48	1080	
42377.3854166667	48	1100	
42380.5729166667	48	1092	
42381.6145833333	48	1072	
42451.6875	48	1076	
42338.3229166667	48.4	976	
42369.625	48.4	1084	
42374.3541666667	48.4	1116	
42374.4895833333	48.4	1104	
42374.5104166667	48.4	1108	
42376.375	48.4	1096	
42380.59375	48.4	1108	
42391.46875	48.4	1096	
42310.4895833333	48.4000015258789	1104	
42326.7083333333	48.4000015258789	1092	
42331.28125	48.4000015258789	968	
42326.625	48.7999992370605	1112	
42326.6354166667	48.7999992370605	1096	
42326.7395833333	48.7999992370605	1124	
42331.2604166667	48.7999992370605	968	
42338.3125	48.8	976	
42338.7291666667	48.8	1104	
42339.375	48.8	1108	
42339.3854166667	48.8	1116	
42339.3958333333	48.8	1124	
42339.40625	48.8	1108	
42359.53125	48.8	1152	
42368.34375	48.8	1048	
42373.3958333333	48.8	1088	
42374.3645833333	48.8	1092	
42374.4583333333	48.8	1112	
42374.5208333333	48.8	1092	
42377.6145833333	48.8	1104	
42389.6145833333	48.8	1108	
42391.4895833333	48.8	1136	
42471.65625	48.8	1108	
42471.6666666667	48.8	1104	
42475.75	48.8	1200	
42339.3645833333	49.2	1108	
42369.59375	49.2	1100	
42376.3854166667	49.2	1140	
42376.4166666667	49.2	1116	
42376.4375	49.2	1112	
42377.3541666667	49.2	1120	
42380.6041666667	49.2	1132	
42380.6458333333	49.2	1120	
42402.34375	49.2	1180	
42451.6458333333	49.2	1100	
42471.59375	49.2	1140	
42471.6458333333	49.2	1108	
42471.7083333333	49.2	1120	
42473.5729166667	49.2	1136	
42324.3541666667	49.2000007629395	1108	
42297.3958333333	49.5999984741211	1200	
42298.3958333333	49.5999984741211	1216	
42310.4375	49.5999984741211	1124	
42310.4583333333	49.5999984741211	1128	
42321.3541666667	49.5999984741211	1248	
42321.6770833333	49.5999984741211	1128	
42326.6979166667	49.5999984741211	1124	
42338.75	49.6	1124	
42339.6458333333	49.6	1104	
42352.6770833333	49.6	1136	
42355.59375	49.6	1140	
42376.2708333333	49.6	1012	
42376.4270833333	49.6	1120	
42377.5833333333	49.6	1128	
42377.625	49.6	1152	
42377.6458333333	49.6	1128	
42380.6145833333	49.6	1128	
42389.6458333333	49.6	1132	
42391.3020833333	49.6	1020	
42391.3125	49.6	1012	
42391.3229166667	49.6	992	
42398.34375	49.6	1240	
42403.34375	49.6	1172	
42404.34375	49.6	1164	
42423.4583333333	49.6	1136	
42453.5	49.6	1140	
42471.6145833333	49.6	1128	
42471.625	49.6	1112	
42471.6354166667	49.6	1136	
42471.6770833333	49.6	1120	
42471.6979166667	49.6	1132	
42473.4895833333	49.6	1128	
42473.5	49.6	1136	
42473.5104166667	49.6	1120	
42473.5520833333	49.6	1152	
42510.375	49.6	1172	
42300.5416666667	50	1136	
42300.5729166667	50	1148	
42300.6041666667	50	1156	
42310.5416666667	50	1160	
42318.6875	50	1136	
42325.3541666667	50	1140	
42325.6458333333	50	1152	
42326.5520833333	50	1132	
42326.6875	50	1140	
42338.3020833333	50	1008	
42338.7395833333	50	1124	
42339.5104166667	50	1164	
42339.59375	50	1128	
42339.65625	50	1116	
42352.2708333333	50	1024	
42352.65625	50	1156	
42352.6875	50	1140	
42359.5625	50	1132	
42369.4270833333	50	1132	
42369.6041666667	50	1124	
42369.6354166667	50	1120	
42374.5520833333	50	1140	
42376.4479166667	50	1136	
42376.46875	50	1136	
42376.4791666667	50	1148	
42377.375	50	1140	
42377.40625	50	1132	
42377.4166666667	50	1136	
42377.4270833333	50	1140	
42377.4375	50	1136	
42377.4479166667	50	1152	
42377.4583333333	50	1140	
42377.46875	50	1148	
42377.4791666667	50	1136	
42377.4895833333	50	1140	
42377.5104166667	50	1128	
42377.5208333333	50	1128	
42377.53125	50	1124	
42377.5416666667	50	1148	
42377.6041666667	50	1144	
42377.65625	50	1144	
42377.6666666667	50	1148	
42377.6979166667	50	1140	
42377.7083333333	50	1140	
42377.71875	50	1116	
42377.7291666667	50	1144	
42377.7395833333	50	1140	
42377.75	50	1144	
42380.625	50	1128	
42380.6770833333	50	1140	
42389.625	50	1124	
42389.6354166667	50	1136	
42390.6354166667	50	1132	
42396.34375	50	1248	
42423.53125	50	1140	
42423.5625	50	1152	
42425.5833333333	50	1164	
42438.53125	50	1152	
42438.5625	50	1156	
42451.5625	50	1148	
42451.5833333333	50	1136	
42451.59375	50	1140	
42451.6770833333	50	1136	
42467.6458333333	50	1152	
42471.6041666667	50	1136	
42473.5208333333	50	1148	
42473.5625	50	1140	
42473.6145833333	50	1144	
42485.4375	50	1140	
42506.375	50	1208	
42507.375	50	1188	
42509.375	50	1164	
42509.46875	50	1152	
42338.2916666667	50.4	1016	
42339.4166666667	50.4	1156	
42339.625	50.4	1136	
42339.6979166667	50.4	1136	
42352.7083333333	50.4	1156	
42355.71875	50.4	1164	
42359.40625	50.4	1164	
42359.46875	50.4	1164	
42359.5520833333	50.4	1148	
42359.5729166667	50.4	1148	
42369.6145833333	50.4	1140	
42373.40625	50.4	1156	
42374.53125	50.4	1160	
42376.2916666667	50.4	1040	
42376.40625	50.4	1132	
42376.4583333333	50.4	1128	
42376.5	50.4	1148	
42377.3645833333	50.4	1152	
42377.3958333333	50.4	1136	
42377.6770833333	50.4	1148	
42380.65625	50.4	1152	
42383.3854166667	50.4	1164	
42383.5729166667	50.4	1172	
42383.6354166667	50.4	1168	
42388.6145833333	50.4	1156	
42389.59375	50.4	1160	
42389.6666666667	50.4	1172	
42389.6770833333	50.4	1152	
42390.4479166667	50.4	1172	
42390.5	50.4	1180	
42397.34375	50.4	1252	
42402.375	50.4	1148	
42405.34375	50.4	1144	
42423.3645833333	50.4	1156	
42423.4791666667	50.4	1152	
42423.4895833333	50.4	1160	
42423.5	50.4	1152	
42423.5416666667	50.4	1152	
42423.6666666667	50.4	1172	
42423.6979166667	50.4	1152	
42423.7083333333	50.4	1152	
42425.59375	50.4	1172	
42432.65625	50.4	1148	
42438.5416666667	50.4	1160	
42438.625	50.4	1152	
42439.3645833333	50.4	1164	
42439.40625	50.4	1160	
42439.4166666667	50.4	1152	
42439.5208333333	50.4	1156	
42451.6145833333	50.4	1168	
42451.625	50.4	1160	
42451.65625	50.4	1156	
42452.6041666667	50.4	1168	
42453.46875	50.4	1160	
42453.4895833333	50.4	1156	
42461.4583333333	50.4	1172	
42461.5416666667	50.4	1172	
42461.6145833333	50.4	1164	
42472.59375	50.4	1152	
42473.46875	50.4	1136	
42473.6354166667	50.4	1148	
42473.6875	50.4	1156	
42473.7395833333	50.4	1140	
42473.75	50.4	1148	
42475.3958333333	50.4	1164	
42475.4166666667	50.4	1172	
42475.4375	50.4	1156	
42475.4479166667	50.4	1160	
42475.4583333333	50.4	1172	
42478.3854166667	50.4	1160	
42480.5520833333	50.4	1160	
42508.375	50.4	1196	
42509.4583333333	50.4	1176	
42510.4270833333	50.4	1140	
42293.3958333333	50.4000015258789	1272	
42299.3958333333	50.4000015258789	1156	
42300.3958333333	50.4000015258789	1156	
42300.5625	50.4000015258789	1164	
42300.5833333333	50.4000015258789	1156	
42320.3541666667	50.4000015258789	1276	
42321.3854166667	50.4000015258789	1160	
42321.40625	50.4000015258789	1156	
42325.6666666667	50.4000015258789	1144	
42325.6770833333	50.4000015258789	1148	
42326.6458333333	50.4000015258789	1136	
42326.6666666667	50.4000015258789	1152	
42326.6770833333	50.4000015258789	1144	
42326.75	50.4000015258789	1152	
42331.6770833333	50.4000015258789	1160	
42333.3541666667	50.4000015258789	1112	
42333.5208333333	50.4000015258789	1152	
42333.5729166667	50.4000015258789	1164	
42300.59375	50.7999992370605	1156	
42310.4270833333	50.7999992370605	1156	
42310.53125	50.7999992370605	1140	
42317.6979166667	50.7999992370605	1188	
42317.7291666667	50.7999992370605	1160	
42317.75	50.7999992370605	1172	
42318.3541666667	50.7999992370605	1292	
42318.6770833333	50.7999992370605	1164	
42319.3541666667	50.7999992370605	1308	
42321.375	50.7999992370605	1160	
42321.3958333333	50.7999992370605	1156	
42321.4166666667	50.7999992370605	1168	
42321.4270833333	50.7999992370605	1152	
42321.4375	50.7999992370605	1156	
42321.4479166667	50.7999992370605	1160	
42321.4583333333	50.7999992370605	1160	
42321.46875	50.7999992370605	1168	
42321.4791666667	50.7999992370605	1164	
42321.5833333333	50.7999992370605	1172	
42321.59375	50.7999992370605	1184	
42321.6041666667	50.7999992370605	1156	
42321.6145833333	50.7999992370605	1156	
42321.625	50.7999992370605	1180	
42321.6875	50.7999992370605	1148	
42325.3854166667	50.7999992370605	1180	
42325.4166666667	50.7999992370605	1156	
42325.4479166667	50.7999992370605	1152	
42325.5208333333	50.7999992370605	1152	
42325.5520833333	50.7999992370605	1152	
42325.6145833333	50.7999992370605	1176	
42325.6354166667	50.7999992370605	1156	
42325.71875	50.7999992370605	1152	
42326.6041666667	50.7999992370605	1156	
42326.6145833333	50.7999992370605	1152	
42326.65625	50.7999992370605	1152	
42327.59375	50.7999992370605	1160	
42327.7083333333	50.7999992370605	1156	
42327.71875	50.7999992370605	1160	
42327.7291666667	50.7999992370605	1172	
42328.5833333333	50.7999992370605	1156	
42331.4166666667	50.7999992370605	1172	
42331.4270833333	50.7999992370605	1184	
42331.6875	50.7999992370605	1144	
42332.6770833333	50.7999992370605	1156	
42332.7291666667	50.7999992370605	1176	
42333.4375	50.7999992370605	1176	
42333.4895833333	50.7999992370605	1152	
42333.5104166667	50.7999992370605	1164	
42333.5416666667	50.7999992370605	1152	
42333.5833333333	50.7999992370605	1168	
42333.59375	50.7999992370605	1156	
42333.625	50.7999992370605	1168	
42333.6770833333	50.7999992370605	1172	
42333.6875	50.7999992370605	1168	
42333.6979166667	50.7999992370605	1168	
42333.7291666667	50.7999992370605	1172	
42333.75	50.7999992370605	1152	
42339.5729166667	50.8	1160	
42339.5833333333	50.8	1168	
42339.6666666667	50.8	1144	
42339.6770833333	50.8	1152	
42339.6875	50.8	1152	
42340.6666666667	50.8	1168	
42341.65625	50.8	1156	
42347.7083333333	50.8	1172	
42352.6666666667	50.8	1148	
42352.6979166667	50.8	1176	
42352.71875	50.8	1152	
42352.7291666667	50.8	1172	
42352.7395833333	50.8	1160	
42353.6354166667	50.8	1172	
42354.53125	50.8	1160	
42359.3645833333	50.8	1156	
42359.4375	50.8	1152	
42359.4583333333	50.8	1172	
42359.4895833333	50.8	1168	
42359.5	50.8	1156	
42359.5104166667	50.8	1164	
42359.5416666667	50.8	1148	
42359.6145833333	50.8	1184	
42359.625	50.8	1160	
42359.6354166667	50.8	1156	
42359.6979166667	50.8	1156	
42362.6041666667	50.8	1172	
42362.7395833333	50.8	1164	
42363.3645833333	50.8	1156	
42369.40625	50.8	1168	
42369.4583333333	50.8	1144	
42369.4791666667	50.8	1164	
42369.53125	50.8	1148	
42369.5729166667	50.8	1140	
42369.5833333333	50.8	1164	
42374.65625	50.8	1168	
42376.2604166667	50.8	1052	
42376.3020833333	50.8	1052	
42376.3125	50.8	1036	
42376.3229166667	50.8	1036	
42376.4895833333	50.8	1160	
42376.5104166667	50.8	1140	
42376.6458333333	50.8	1148	
42376.6666666667	50.8	1148	
42377.59375	50.8	1144	
42380.6354166667	50.8	1176	
42380.6666666667	50.8	1152	
42380.7083333333	50.8	1160	
42380.7291666667	50.8	1160	
42380.7395833333	50.8	1156	
42380.75	50.8	1172	
42381.3333333333	50.8	1040	
42383.375	50.8	1164	
42383.4166666667	50.8	1164	
42383.5833333333	50.8	1164	
42383.6041666667	50.8	1156	
42383.6145833333	50.8	1148	
42383.625	50.8	1160	
42389.5104166667	50.8	1156	
42389.5833333333	50.8	1180	
42389.6041666667	50.8	1164	
42389.6875	50.8	1148	
42390.4166666667	50.8	1164	
42390.4270833333	50.8	1180	
42390.4375	50.8	1168	
42390.4583333333	50.8	1172	
42390.5104166667	50.8	1176	
42390.53125	50.8	1156	
42390.5520833333	50.8	1168	
42390.5625	50.8	1172	
42390.5729166667	50.8	1172	
42390.6458333333	50.8	1148	
42395.34375	50.8	1252	
42395.6354166667	50.8	1160	
42395.6458333333	50.8	1164	
42395.6770833333	50.8	1168	
42402.6979166667	50.8	1164	
42416.6458333333	50.8	1160	
42422.5208333333	50.8	1156	
42423.375	50.8	1172	
42423.3854166667	50.8	1172	
42423.3958333333	50.8	1172	
42423.40625	50.8	1168	
42423.4166666667	50.8	1160	
42423.4270833333	50.8	1168	
42423.4375	50.8	1164	
42423.46875	50.8	1164	
42423.5104166667	50.8	1160	
42423.5208333333	50.8	1152	
42423.5520833333	50.8	1148	
42423.6041666667	50.8	1152	
42423.6145833333	50.8	1164	
42423.625	50.8	1160	
42423.65625	50.8	1164	
42423.6875	50.8	1160	
42423.7291666667	50.8	1180	
42423.7395833333	50.8	1164	
42423.75	50.8	1156	
42425.5625	50.8	1164	
42430.5208333333	50.8	1160	
42430.65625	50.8	1164	
42432.71875	50.8	1156	
42438.40625	50.8	1176	
42438.4270833333	50.8	1164	
42438.4375	50.8	1160	
42438.4479166667	50.8	1180	
42438.4791666667	50.8	1168	
42438.4895833333	50.8	1160	
42438.5	50.8	1164	
42438.5208333333	50.8	1164	
42438.5520833333	50.8	1156	
42438.5729166667	50.8	1148	
42438.6041666667	50.8	1176	
42438.6145833333	50.8	1172	
42439.3541666667	50.8	1168	
42439.375	50.8	1164	
42439.3958333333	50.8	1168	
42439.4270833333	50.8	1180	
42439.4375	50.8	1172	
42439.4479166667	50.8	1168	
42439.5	50.8	1148	
42439.5104166667	50.8	1148	
42439.5625	50.8	1164	
42439.5833333333	50.8	1160	
42439.59375	50.8	1172	
42439.6041666667	50.8	1164	
42439.6354166667	50.8	1164	
42439.65625	50.8	1164	
42439.6666666667	50.8	1152	
42439.71875	50.8	1176	
42440.4166666667	50.8	1160	
42440.4270833333	50.8	1196	
42440.4375	50.8	1156	
42440.4479166667	50.8	1168	
42440.4791666667	50.8	1160	
42440.5729166667	50.8	1160	
42440.5833333333	50.8	1164	
42443.3854166667	50.8	1228	
42443.7291666667	50.8	1172	
42445.3854166667	50.8	1232	
42446.71875	50.8	1148	
42450.46875	50.8	1176	
42450.6041666667	50.8	1168	
42450.625	50.8	1164	
42451.6666666667	50.8	1148	
42451.6979166667	50.8	1148	
42452.53125	50.8	1164	
42452.59375	50.8	1160	
42452.6458333333	50.8	1152	
42453.4583333333	50.8	1164	
42461.46875	50.8	1164	
42461.71875	50.8	1176	
42464.6041666667	50.8	1160	
42465.6458333333	50.8	1180	
42466.7083333333	50.8	1156	
42466.71875	50.8	1152	
42467.59375	50.8	1168	
42467.65625	50.8	1180	
42467.7291666667	50.8	1164	
42471.5833333333	50.8	1164	
42473.4583333333	50.8	1172	
42473.4791666667	50.8	1140	
42473.6041666667	50.8	1160	
42473.625	50.8	1152	
42473.6458333333	50.8	1164	
42473.6770833333	50.8	1164	
42473.6979166667	50.8	1168	
42473.7291666667	50.8	1160	
42474.6145833333	50.8	1160	
42474.6458333333	50.8	1180	
42474.7291666667	50.8	1176	
42475.40625	50.8	1172	
42475.4791666667	50.8	1164	
42475.6354166667	50.8	1160	
42480.5208333333	50.8	1160	
42480.6666666667	50.8	1164	
42481.3958333333	50.8	1152	
42481.5208333333	50.8	1152	
42481.53125	50.8	1168	
42481.5416666667	50.8	1160	
42485.40625	50.8	1156	
42485.4166666667	50.8	1160	
42485.4270833333	50.8	1172	
42485.4479166667	50.8	1172	
42485.4791666667	50.8	1168	
42485.65625	50.8	1156	
42485.6770833333	50.8	1152	
42485.6875	50.8	1176	
42485.6979166667	50.8	1168	
42485.7083333333	50.8	1172	
42495.4375	50.8	1164	
42496.6458333333	50.8	1160	
42499.375	50.8	1216	
42502.375	50.8	1232	
42508.75	50.8	1168	
42509.3958333333	50.8	1180	
42509.4791666667	50.8	1164	
