Date	OADryBulbTemperatureNOAA	MaxDamperPositionforContainerAHU21	
42466.0520833333	60.65	47.6	
42468.0104166667	60.65	48	
42474.8854166667	60.65	60	
42466.3854166667	60.6666666666667	64.8	
42464.3958333333	60.683	48.4	
42475.4479166667	60.716	60	
42475.0104166667	60.7187096774194	46.8	
42474.1666666667	60.7376923076923	47.2	
42475.0208333333	60.7937931034483	46.8	
42482.3020833333	60.806	51.2	
42461.2291666667	60.839	46.8	
42482.2291666667	60.839	51.2	
42468.34375	60.848	48	
42473.2395833333	60.872	46.8	
42464.9583333333	60.875	48	
42466.0416666667	60.875	47.6	
42468	60.875	48	
42474.875	60.875	60	
42473.2083333333	60.98	46.4	
42473.21875	60.98	46.8	
42473.2291666667	60.98	46.8	
42473.25	60.98	46.4	
42473.2604166667	60.98	46.8	
42473.2708333333	60.98	46.8	
42473.28125	60.98	46.4	
42473.2916666667	60.98	46.4	
42473.3020833333	60.98	46.8	
42473.3125	60.98	46.8	
42473.3229166667	60.98	46.8	
42474.1458333333	60.98	46.8	
42474.15625	60.98	47.2	
42480.3333333333	60.98	54	
42480.34375	60.98	52	
42480.3541666667	60.98	52.4	
42468.2291666667	61.028	47.2	
42474.375	61.106	46.4	
42473.3333333333	61.1342857142857	47.6	
42481.34375	61.148	48.8	
42473.1979166667	61.1763636363636	46.8	
42468.2708333333	61.184	47.2	
42466.3958333333	61.2166666666667	67.2	
42464.9479166667	61.244	48	
42466.03125	61.244	47.6	
42467.9895833333	61.244	48	
42474.8645833333	61.244	61.6	
42482.3125	61.301	51.2	
42461.21875	61.334	46.8	
42482.21875	61.334	51.6	
42474.1354166667	61.34	47.2	
42474.3854166667	61.376	48.4	
42461.3645833333	61.388	47.6	
42475.4583333333	61.442	62	
42473.34375	61.4648979591837	47.2	
42461.59375	61.466	48.4	
42481.3541666667	61.508	48.8	
42480.3645833333	61.52	54.4	
42473.1875	61.5445454545455	46.8	
42466.8958333333	61.598	48	
42474.3958333333	61.646	50.4	
42464.9375	61.739	48	
42466.0208333333	61.739	47.6	
42467.9791666667	61.739	48	
42474.8541666667	61.739	64	
42466.40625	61.7666666666667	70.8	
42473.3541666667	61.7955102040816	47.2	
42482.3229166667	61.796	51.6	
42461.2083333333	61.829	46.8	
42482.2083333333	61.829	51.6	
42474.125	61.8309090909091	47.2	
42480.3229166667	61.844	48.8	
42481.3645833333	61.868	49.6	
42468.2604166667	61.904	47.2	
42467.3854166667	61.904	48.8	
42473.1770833333	61.9127272727273	46.4	
42474.40625	61.916	53.6	
42473.0833333333	62.06	46.4	
42473.09375	62.06	46.8	
42473.125	62.06	46.8	
42473.1354166667	62.06	46.8	
42473.1458333333	62.06	46.8	
42473.15625	62.06	46.8	
42473.1666666667	62.06	47.2	
42473.3645833333	62.06	48	
42474.0520833333	62.06	47.2	
42474.0625	62.06	47.2	
42474.0729166667	62.06	47.2	
42474.0833333333	62.06	46.8	
42474.09375	62.06	47.2	
42474.1041666667	62.06	47.2	
42474.1145833333	62.06	47.2	
42480.375	62.06	56.4	
42480.3854166667	62.06	59.6	
42480.3958333333	62.06	51.2	
42480.40625	62.06	48.8	
42481.375	62.06	51.6	
42481.3854166667	62.06	54.8	
42468.3541666667	62.108	48.8	
42461.375	62.165	48.4	
42465.9583333333	62.165	48.4	
42473.375	62.165	54.4	
42474.4166666667	62.165	58.4	
42464.40625	62.168	67.6	
42461.1979166667	62.18	46.8	
42482.1979166667	62.18	51.6	
42464.9270833333	62.234	48	
42466.0104166667	62.234	47.6	
42467.96875	62.234	48	
42474.84375	62.234	64.4	
42465.3958333333	62.249	48	
42473.1041666667	62.2664705882353	46.8	
42468.2395833333	62.288	47.2	
42480.4166666667	62.291	48.4	
42481.3958333333	62.3511764705882	60.8	
42466.4166666667	62.36	72.4	
42461.3854166667	62.39	49.2	
42465.96875	62.39	48	
42473.3854166667	62.39	52	
42474.4270833333	62.39	54.8	
42461.1875	62.405	46.8	
42482.1875	62.405	52	
42475.46875	62.432	62.8	
42468.9895833333	62.444	48.4	
42481.3333333333	62.5	49.6	
42473.1145833333	62.5047058823529	47.2	
42474.0416666667	62.51	47.2	
42465.9479166667	62.588	48.4	
42466.8854166667	62.588	48	
42461.3958333333	62.615	58.4	
42465.9791666667	62.615	48	
42473.3958333333	62.615	53.6	
42474.4375	62.615	58.8	
42468.25	62.624	46.8	
42482.3333333333	62.627	51.6	
42461.1770833333	62.63	46.8	
42482.1770833333	62.63	51.6	
42487.1979166667	62.6439024390244	47.2	
42473.0729166667	62.7136842105263	46.4	
42464.9166666667	62.729	48.4	
42466	62.729	47.6	
42467.9583333333	62.729	48	
42474.8333333333	62.729	66.4	
42481.40625	62.7482352941176	62.4	
42487.1875	62.7756097560976	47.2	
42473.9895833333	62.78	47.6	
42480.4270833333	62.786	48.8	
42461.40625	62.84	66.8	
42465.9895833333	62.84	47.6	
42473.40625	62.84	53.6	
42474.4479166667	62.84	58.8	
42461.1666666667	62.855	46.8	
42482.1666666667	62.855	51.6	
42487.1770833333	62.9073170731707	47.2	
42461.0416666667	62.96	48	
42461.0520833333	62.96	47.6	
42461.0625	62.96	47.6	
42461.0729166667	62.96	47.6	
42461.0833333333	62.96	47.2	
42461.09375	62.96	46.4	
42461.1041666667	62.96	46.8	
42461.1145833333	62.96	46.8	
42461.125	62.96	46.8	
42461.1458333333	62.96	46.8	
42461.15625	62.96	46.8	
42473.0416666667	62.96	47.2	
42473.0520833333	62.96	46.8	
42473.0625	62.96	46.8	
42473.9583333333	62.96	48	
42473.96875	62.96	48	
42473.9791666667	62.96	48	
42474	62.96	47.2	
42474.0104166667	62.96	48	
42474.0208333333	62.96	47.2	
42474.03125	62.96	47.2	
42487.1666666667	62.96	46.8	
42487.2083333333	62.96	47.2	
42487.21875	62.96	47.2	
42487.2291666667	62.96	47.2	
42487.2395833333	62.96	47.2	
42466.4270833333	63.0615384615385	73.2	
42461.4166666667	63.086	71.2	
42461.5416666667	63.086	48.4	
42487.25	63.086	47.2	
42467.9479166667	63.104	48	
42473.03125	63.104	47.2	
42473.9479166667	63.104	48	
42482.15625	63.104	51.6	
42468.9791666667	63.164	48.4	
42461.5833333333	63.221	48	
42461.53125	63.224	48	
42474.4583333333	63.2613043478261	63.2	
42480.4375	63.281	50.4	
42461.4270833333	63.356	77.6	
42461.5520833333	63.356	48	
42487.2604166667	63.356	47.2	
42464.90625	63.368	48	
42468.3645833333	63.368	52.4	
42467.9375	63.374	48	
42473.0208333333	63.374	47.2	
42473.9375	63.374	48	
42482.1458333333	63.374	51.6	
42475.4791666667	63.422	62	
42481.4166666667	63.422	56	
42473.4166666667	63.455	53.2	
42461.03125	63.488	47.6	
42464.4166666667	63.548	76	
42465.9375	63.578	47.6	
42466.875	63.578	47.2	
42461.4375	63.626	77.6	
42461.5625	63.626	48.4	
42487.2708333333	63.626	47.2	
42467.9270833333	63.644	48	
42473.0104166667	63.644	47.2	
42473.9270833333	63.644	48	
42482.1354166667	63.644	52	
42474.8229166667	63.6486956521739	67.6	
42461.5208333333	63.719	48.4	
42480.4479166667	63.776	50	
42482.34375	63.842	52.4	
42467.3958333333	63.884	54.8	
42468.96875	63.884	48.4	
42461.4479166667	63.896	82.4	
42461.5729166667	63.896	48.4	
42487.28125	63.896	46.8	
42474.46875	63.9069565217391	69.2	
42467.9166666667	63.914	48	
42473	63.914	47.2	
42473.9166666667	63.914	48	
42482.125	63.914	52	
42465.40625	64.004	49.2	
42473.8333333333	64.04	48	
42473.875	64.04	48.8	
42473.8854166667	64.04	48	
42473.8958333333	64.04	48	
42473.90625	64.04	48	
42479.0729166667	64.04	48	
42479.0833333333	64.04	48	
42479.2916666667	64.04	48.8	
42479.3020833333	64.04	48	
42482.0416666667	64.04	52	
42482.0520833333	64.04	52.8	
42482.0625	64.04	52	
42482.0729166667	64.04	51.6	
42482.0833333333	64.04	51.6	
42482.09375	64.04	52	
42482.1041666667	64.04	51.6	
42482.1145833333	64.04	51.2	
42487.2916666667	64.04	48.4	
42487.3020833333	64.04	46.8	
42487.3125	64.04	46.8	
42487.3229166667	64.04	46.8	
42473.84375	64.0676923076923	48.4	
42480.3125	64.13	49.6	
42461.4583333333	64.145	77.2	
42480.4583333333	64.145	53.2	
42479.3125	64.2025806451613	47.2	
42473.8541666667	64.2061538461539	48	
42461.5104166667	64.214	60.4	
42488.1666666667	64.271	48.4	
42479.09375	64.2823076923077	48	
42482.03125	64.304	52.4	
42482.9895833333	64.304	47.6	
42472.9895833333	64.3066666666667	47.2	
42473.8645833333	64.3446153846154	49.6	
42461.46875	64.37	69.2	
42480.46875	64.37	51.2	
42487.3333333333	64.376	48	
42479.3229166667	64.3767741935484	48.8	
42475.4895833333	64.412	66.4	
42481.4270833333	64.412	51.6	
42475.9895833333	64.424	47.6	
42479.28125	64.43375	47.2	
42461.0208333333	64.478	47.6	
42481.3229166667	64.4925714285714	49.2	
42468.375	64.502	51.6	
42473.4270833333	64.5157142857143	53.6	
42479.1041666667	64.5419230769231	48	
42473.8229166667	64.55	48	
42474.4791666667	64.5526086956522	67.6	
42479.2395833333	64.5675862068966	47.2	
42465.9270833333	64.568	48	
42466.4375	64.5846153846154	73.2	
42461.4791666667	64.595	69.2	
42480.4791666667	64.595	48.8	
42479.2708333333	64.6025	47.2	
42468.9583333333	64.604	48.4	
42479.0625	64.6111538461539	48	
42479.15625	64.67	47.2	
42461.5	64.709	68.4	
42467.90625	64.712	48.4	
42488.15625	64.76	48.4	
42488.1770833333	64.766	48.4	
42479.2604166667	64.77125	47.2	
42482.0208333333	64.799	52.4	
42482.9791666667	64.799	47.2	
42479.1145833333	64.8015384615385	48	
42472.9791666667	64.8066666666667	47.6	
42464.4270833333	64.808	80.4	
42461.4895833333	64.82	64	
42480.4895833333	64.82	48.4	
42464.8854166667	64.898	48	
42472.3333333333	64.94	47.2	
42472.34375	64.94	48.4	
42472.3541666667	64.94	50.4	
42472.3645833333	64.94	60.8	
42472.375	64.94	65.2	
42472.3854166667	64.94	72.4	
42472.3958333333	64.94	71.6	
42472.40625	64.94	70.4	
42472.4166666667	64.94	74.8	
42472.9166666667	64.94	48	
42472.9270833333	64.94	47.6	
42472.9375	64.94	47.6	
42472.9479166667	64.94	47.2	
42472.9583333333	64.94	47.2	
42472.96875	64.94	47.2	
42473.4375	64.94	54	
42473.4479166667	64.94	55.2	
42473.8020833333	64.94	48	
42473.8125	64.94	48	
42474.8125	64.94	68.8	
42479.125	64.94	47.6	
42479.1666666667	64.94	47.2	
42479.25	64.94	48.4	
42479.3333333333	64.94	48	
42479.34375	64.94	53.2	
42479.3541666667	64.94	57.6	
42481.0833333333	64.94	47.6	
42481.09375	64.94	47.6	
42481.1041666667	64.94	48	
42481.1145833333	64.94	47.6	
42466.8645833333	64.976	47.6	
42479.2291666667	64.9865517241379	46.8	
42488.1458333333	65.021	48.4	
42482.3541666667	65.057	56	
42473.4583333333	65.066	53.2	
42480.5	65.066	48.4	
42481.125	65.066	47.6	
42472.3229166667	65.084	47.2	
42472.90625	65.084	47.6	
42481.0729166667	65.084	48	
42481.2395833333	65.084	47.2	
42487.34375	65.096	50	
42472.4270833333	65.1305882352941	74.4	
42475.9791666667	65.144	47.6	
42481.25	65.1443243243243	48	
42487.15625	65.165	47.6	
42481.5	65.171	52.4	
42479.0520833333	65.1823076923077	48	
42468.9479166667	65.204	48	
42479.1770833333	65.2456603773585	47.6	
42481.4895833333	65.2485714285714	54.8	
42488.1875	65.261	48	
42482.0104166667	65.294	53.2	
42482.96875	65.294	48	
42479.1458333333	65.3	47.6	
42473.46875	65.336	56.4	
42480.5104166667	65.336	47.6	
42481.3125	65.3411428571429	47.2	
42472.3125	65.354	47.2	
42472.8958333333	65.354	48	
42481.0625	65.354	48	
42481.2291666667	65.354	48.8	
42481.4375	65.402	52	
42474.4895833333	65.4028571428571	72.4	
42479.21875	65.4055172413793	46.8	
42461.0104166667	65.468	47.6	
42468.3854166667	65.492	57.6	
42479.1875	65.551320754717	47.2	
42465.9166666667	65.558	48	
42481.2604166667	65.5821621621622	47.2	
42473.4791666667	65.606	56	
42480.5208333333	65.606	47.6	
42481.1458333333	65.606	46.8	
42472.4375	65.6070588235294	77.2	
42472.3020833333	65.624	47.2	
42472.8854166667	65.624	48.8	
42481.0520833333	65.624	48.4	
42481.21875	65.624	47.2	
42465.4166666667	65.654	60.4	
42464.875	65.663	47.6	
42481.5104166667	65.666	48.8	
42473.7916666667	65.6763636363636	49.6	
42475.5	65.696	67.2	
42468.9375	65.699	48	
42474.8020833333	65.7427027027027	66.8	
42479.0416666667	65.7534615384615	48	
42488.1979166667	65.756	48	
42482	65.789	53.2	
42482.9583333333	65.789	48	
42487.3541666667	65.816	50.8	
42479.2083333333	65.8244827586207	47.2	
42481.4791666667	65.8271428571429	50	
42488.125	65.831	48	
42479.3645833333	65.8563636363636	60	
42479.1979166667	65.8569811320755	47.2	
42467.40625	65.864	66	
42475.96875	65.864	47.6	
42473.4895833333	65.876	58.8	
42480.53125	65.876	48	
42481.15625	65.876	47.2	
42472.2916666667	65.894	46.4	
42472.875	65.894	47.6	
42481.0416666667	65.894	48	
42481.2083333333	65.894	47.2	
42467.8958333333	65.972	48	
42472.4479166667	66.02	64	
42472.4583333333	66.02	54.8	
42472.46875	66.02	48.8	
42472.4791666667	66.02	48.4	
42472.4895833333	66.02	48.8	
42472.8333333333	66.02	49.6	
42472.84375	66.02	48.8	
42472.8541666667	66.02	48.8	
42472.8645833333	66.02	48.4	
42473.78125	66.02	48.8	
42478.3333333333	66.02	46.8	
42478.34375	66.02	46.8	
42478.3541666667	66.02	47.2	
42478.3645833333	66.02	48	
42478.375	66.02	50.8	
42478.3854166667	66.02	52.8	
42478.3958333333	66.02	54.8	
42478.4166666667	66.02	61.6	
42478.4270833333	66.02	62	
42478.4375	66.02	65.2	
42478.4479166667	66.02	66.4	
42479.375	66.02	94.8	
42481	66.02	48	
42481.0104166667	66.02	48.4	
42481.0208333333	66.02	48	
42481.03125	66.02	48	
42481.2708333333	66.02	48.8	
42481.3020833333	66.02	47.2	
42488.2083333333	66.02	48	
42464.4375	66.068	77.6	
42478.09375	66.0892307692308	46.8	
42478.1041666667	66.092	46.8	
42466.4479166667	66.1076923076923	78.8	
42473.5	66.125	56.4	
42474.5833333333	66.125	75.2	
42472.8229166667	66.14	48.8	
42479.03125	66.14	48	
42488.1145833333	66.14	48	
42472.5	66.146	48	
42481.5208333333	66.161	48.4	
42472.28125	66.164	46.4	
42478.1145833333	66.1691428571429	47.2	
42478.40625	66.1723076923077	56	
42468.9270833333	66.194	48	
42481.1979166667	66.2046153846154	47.2	
42474.5	66.251	70.4	
42482.3645833333	66.272	60.4	
42465.90625	66.284	48.4	
42474.5729166667	66.284	75.2	
42480.9895833333	66.284	48	
42481.9895833333	66.284	54.4	
42481.46875	66.30125	48.4	
42481.1666666667	66.32	47.2	
42473.5104166667	66.35	61.2	
42474.59375	66.35	66	
42472.8125	66.365	49.6	
42479.0208333333	66.365	48	
42488.1041666667	66.365	48.4	
42485.15625	66.3862068965517	46.8	
42472.2083333333	66.3905882352941	46.4	
42481.4479166667	66.392	52.8	
42472.5104166667	66.416	48.4	
42478.3229166667	66.4273684210526	46.8	
42482.9479166667	66.428	48	
42472.2708333333	66.434	46.4	
42461	66.458	47.6	
42478.4583333333	66.47	64	
42478.0729166667	66.4769230769231	46.8	
42468.3958333333	66.482	65.6	
42480.5416666667	66.482	48.4	
42472.1979166667	66.5	46.8	
42487.3645833333	66.536	51.2	
42474.7916666667	66.5454054054054	66.8	
42481.1875	66.5507692307692	47.2	
42473.5208333333	66.575	59.2	
42474.6041666667	66.575	65.6	
42479.3854166667	66.5803773584906	64.4	
42475.9583333333	66.584	47.6	
42481.2916666667	66.5884210526316	47.2	
42472.8020833333	66.59	48.4	
42479.0104166667	66.59	48	
42488.09375	66.59	48.4	
42473.7708333333	66.5911538461538	50	
42481.53125	66.656	48.4	
42475.5104166667	66.68	67.2	
42472.5208333333	66.686	48.4	
42468.9166666667	66.689	48.4	
42472.2604166667	66.704	46.4	
42481.4583333333	66.723125	49.2	
42466.8541666667	66.731	48	
42478.28125	66.74	47.2	
42474.5104166667	66.746	70.8	
42465.8958333333	66.779	48.4	
42474.5625	66.779	66.8	
42480.9791666667	66.779	48	
42481.9791666667	66.779	54.8	
42473.53125	66.8	60	
42474.6145833333	66.8	64	
42464.8645833333	66.812	48	
42472.7916666667	66.815	48.4	
42479	66.815	48	
42488.0833333333	66.815	48.4	
42485.1458333333	66.851724137931	47.2	
42481.1770833333	66.8969230769231	47.2	
42472.1875	66.92	46.4	
42472.21875	66.92	46.4	
42472.2291666667	66.92	46.4	
42472.2395833333	66.92	46.4	
42472.25	66.92	46.4	
42473.5416666667	66.92	54	
42474.625	66.92	69.2	
42474.6354166667	66.92	75.6	
42474.6458333333	66.92	73.6	
42474.65625	66.92	70	
42474.6666666667	66.92	62.4	
42474.6770833333	66.92	64.4	
42474.6875	66.92	69.2	
42474.6979166667	66.92	69.2	
42474.7083333333	66.92	69.6	
42474.71875	66.92	68	
42474.7291666667	66.92	62	
42474.7395833333	66.92	63.6	
42474.78125	66.92	67.2	
42478.0833333333	66.92	46.8	
42478.125	66.92	47.2	
42478.21875	66.92	46.8	
42478.2916666667	66.92	47.2	
42478.3020833333	66.92	47.2	
42478.3125	66.92	46.8	
42478.46875	66.92	59.2	
42481.28125	66.92	47.2	
42481.5416666667	66.92	48.8	
42481.5520833333	66.92	48.8	
42488.21875	66.92	47.6	
42488.2291666667	66.92	48	
42488.2395833333	66.92	48	
42488.25	66.92	48.4	
42488.2604166667	66.92	48.4	
42473.7083333333	67.046	48.4	
42473.6979166667	67.064	48.4	
42472.53125	67.136	55.6	
42479.3958333333	67.1407547169811	65.6	
42473.7604166667	67.1623076923077	48	
42473.5520833333	67.1624489795918	53.6	
42465.4270833333	67.184	61.6	
42482.9375	67.193	48	
